1st,2nd,3rd
2423,9118,9970
8959,7147,7727
3928,3146,5931
9866,3491,1681
9211,1853,8359
3540,6284,3079
3539,6899,9681
8397,4851,3343
5628,2782,4791
1296,1753,4364
9311,9118,9978
7679,9986,6720
0322,9264,6662
7043,8115,2681
2643,4585,1767
2647,6073,2870
8019,1110,4906
0022,6623,4460
2587,6937,2682
0671,1472,4652
0338,8267,1765
6695,7920,9972
8289,8651,1796
3610,6870,1280
1384,7569,8275
4522,5416,7027
0409,5870,4198
5097,6554,6725
7835,6661,6157
5142,9208,2360
0503,5935,9247
3081,2631,2624
8689,4444,6824
2748,7834,8847
4511,0102,7207
5050,9948,6499
7551,9199,7670
2920,0780,0951
2766,7930,4508
0103,8035,2677
2138,9907,7521
5413,0288,9364
0473,0186,4020
8486,5749,2098
5070,2732,8125
5652,6071,5334
4826,1435,1914
0906,9106,7350
8762,6168,2791
9744,2935,2097
5865,3498,4339
9031,2638,6977
0840,5961,8795
8372,3408,0539
8496,3384,2189
7457,4006,8955
0724,1742,7875
8286,3524,5135
8368,8276,0333
8491,6520,5312
8830,8280,3198
6931,9616,4581
0616,3873,3069
3069,4506,4320
2537,4164,4763
2859,7575,4941
0307,5760,9515
9098,2976,9962
0672,5921,6959
3359,7423,3974
3254,8211,1708
0623,4414,6596
4001,6446,8211
9225,6891,2977
4289,6771,7707
9664,0389,7491
3780,4187,3694
8137,3662,1149
0947,8125,3230
8899,0685,4606
7575,6797,1693
4304,8636,3030
5005,3507,9039
7284,0853,9105
9670,6467,4220
4283,4365,9873
3509,1597,9325
9061,9958,0929
2273,6472,1610
5825,6024,4406
6860,7960,1579
4567,0090,2855
7051,2333,9761
5073,4535,1331
5872,7965,1815
9428,1568,9301
8441,9464,3876
9071,0708,4605
7369,9004,1614
2052,2220,3923
2858,3139,8656
9883,3234,2232
2659,1148,5484
9434,9619,5794
5491,3661,7458
6626,8499,6031
1538,3735,9741
3709,4561,0193
7154,4531,2917
4856,9929,1234
3014,1082,6831
5121,9580,0979
2289,4208,8342
9054,9722,3289
4043,3307,9377
9942,2858,7824
1032,9102,7625
4558,0017,9657
9785,1748,6185
6995,5639,6903
5179,1561,1721
0540,7341,5355
2104,1323,1472
1989,4962,5649
0902,8626,2626
6074,8283,6231
3381,7745,7783
0193,9028,9379
3367,1873,9013
0164,0041,4424
5191,3045,5520
3460,1057,3929
2554,4003,8688
7628,4153,9136
8500,3404,2434
6641,6005,0934
8658,6227,0611
9312,5532,4528
6848,5096,9524
4862,8706,0408
1445,8622,6525
7590,8972,7985
4703,4428,4476
7156,7374,7073
9025,3789,5387
7762,3398,4678
8464,9846,7908
9655,8371,0930
1135,8900,5752
3622,5012,4437
4147,8563,3256
3524,1609,9819
8317,5045,2050
0446,0202,7164
7594,3313,1823
9649,7799,7634
8245,4622,3090
3277,0347,1197
7470,2978,8936
6794,6798,9581
5353,9763,0980
6204,6923,1769
1290,6264,8685
9650,4143,1458
7062,3420,7211
0026,2998,3034
3414,5357,5700
8443,1911,2952
7687,4982,7762
4672,4565,6978
6125,3718,8137
8347,0037,4571
1865,5167,9046
0563,8034,5573
3442,4215,0920
3990,3483,0369
9626,5270,8167
3777,5548,1837
4059,0098,3166
4302,8441,4384
1268,1345,2387
1954,0038,9154
4533,1093,0980
0732,6514,9774
0147,7623,4284
7523,9307,3465
9037,6576,4724
7217,7585,0882
3780,6584,1865
9765,0556,1130
3550,9801,6810
5836,2486,2006
9177,0899,6822
6137,2208,4814
5924,8893,2702
5162,2340,3860
7957,1397,0181
2563,5363,4353
9498,8644,4616
5779,4631,8886
3242,8173,8452
0639,9466,8586
5868,0302,0497
0484,8719,4639
1551,6492,2701
1005,1032,7578
4798,9400,5594
0432,7743,0398
1047,0489,1173
1893,1246,1190
8140,3459,9535
3315,6351,9671
8327,7913,4806
6575,9678,0352
1809,1998,8012
9167,0205,8202
0266,4201,4376
3159,0726,9142
3192,3166,9922
5556,2824,5760
0562,9517,7398
6718,3831,3642
3338,8286,6830
9250,0124,7048
5407,9701,0174
6717,5915,2859
1907,9028,9117
2043,6652,8920
7059,7190,6303
8787,9528,3386
3395,8261,0144
4835,6876,4540
4613,7246,6063
9425,9789,1729
3518,4745,9019
0068,1730,3517
5534,9079,4643
8495,9043,6905
1583,3380,5623
1752,3731,2086
9849,7367,4599
0578,0020,5164
8507,3598,0098
5016,7572,0327
5447,1616,0171
9685,5825,5258
9405,6941,1742
4130,0976,3476
6096,5229,3139
1145,5230,5461
2351,9134,3496
3109,7697,6644
9567,0074,6640
9191,2982,7172
7682,6212,2993
4783,2949,7915
4607,7981,2479
9599,0852,9224
6764,6915,8231
9569,9499,1943
3901,9677,2977
5963,0716,9182
9648,9431,2877
0104,7893,0647
7340,7880,2063
2835,9154,4459
4722,7357,3171
3093,9587,8795
5931,2175,6202
3441,0385,4039
2763,4411,9486
4211,8409,2432
7979,6670,7672
4377,1467,3358
6240,6794,7139
9815,6196,3428
8588,3639,1826
9218,4850,7600
5436,7991,1679
3504,7816,2295
9283,1713,8926
6982,5157,8841
1190,7518,4520
4550,1560,8697
9676,2884,0991
6084,8496,6171
0359,1192,1085
5846,3721,6992
7945,2305,7265
7821,7559,2675
9627,6248,2829
8016,7366,2800
4222,3541,5286
2717,3020,7526
3152,3545,1460
5980,0487,6039
4656,8335,6778
8539,3164,4543
4332,5188,9022
6624,2293,0694
3796,3447,1934
0234,2836,5516
5801,0267,0474
3192,8163,1655
9533,4295,6920
2292,3595,0634
5438,6124,8022
0287,0990,6131
2423,7700,4800
9248,4804,4851
8290,5534,0910
0181,5784,6157
5301,6500,2846
5151,5460,9473
5380,3661,0212
1697,1626,0846
9597,5142,8784
3521,3549,2129
4841,7783,2859
4834,0807,8295
3056,7088,7581
4965,0061,8701
3984,8019,4380
3006,1694,9523
7449,8373,4356
8655,2388,7352
5208,2343,7621
8758,7263,8007
5477,0324,6415
3574,5957,4374
2139,8665,9577
4977,4649,8154
2775,4520,5101
6508,9116,6591
1975,7921,6022
4929,8268,7056
8233,8636,3238
9140,2106,0530
5648,1569,8038
4914,4798,1798
1051,3303,7642
2047,0898,8170
2252,7050,8695
7724,1557,5934
3648,3852,2138
3902,2632,7177
3682,5677,1430
0811,7968,1875
4601,3096,7771
3586,9306,3884
1428,1359,7292
5869,7839,0400
7771,6440,0310
2337,5348,9929
5056,3088,3421
3975,8252,9482
6331,4986,9765
6639,0160,0027
5858,0558,3397
0399,1455,1171
7173,8978,8526
8625,4366,1990
6049,3627,5317
0406,8005,9073
4628,2156,3846
8137,9179,6360
3288,8663,5986
6481,3426,3344
5000,9944,1457
7562,9864,5516
3925,2358,8237
1341,6836,9653
7249,6039,4862
3169,8287,1478
7580,1973,7432
1900,9460,2692
9391,0567,9628
0716,3234,6132
8585,4715,7682
6952,6685,3563
3521,1524,5296
6775,6649,3918
7276,8849,7747
8643,3456,6700
4287,1599,9706
1159,5838,3897
8883,7269,9178
0008,8546,7314
1351,5037,3650
6152,6163,6158
5206,5936,1481
0245,4776,3516
3727,7681,2520
6067,3736,5143
7149,7940,9143
2995,7917,6403
9956,3849,2135
9416,1143,9909
9217,4152,5619
8528,7705,7677
1681,8355,8884
2909,3064,1418
2174,6264,0136
7645,0074,5071
6249,0060,8741
6135,4508,5875
0170,7394,8930
0036,4094,6027
0855,2686,5775
2950,9530,6336
8750,9134,3691
6734,5772,9331
9323,7429,3575
5900,2614,5680
0478,7996,7422
6965,0761,7349
2856,9475,7888
5372,4334,2460
4922,0061,1664
0257,4091,4808
2359,3283,5712
6967,9347,0293
8933,1986,5376
0845,7895,5139
6158,3184,7305
6418,5804,8149
2789,2879,7212
3580,0774,0352
2566,1847,7496
7656,1311,2205
0677,5412,3065
1356,7794,9844
7255,8436,9984
5482,6737,2961
0776,4920,4549
6636,3146,4388
3117,2225,5110
5685,2967,1114
6845,7643,1956
8702,9355,4122
3057,6689,8666
2182,7257,1526
1066,2769,8214
0878,6495,1864
7371,9231,7197
5936,4681,3646
5047,9013,2238
2766,5800,7175
9245,4921,4791
0724,5726,8495
0137,6671,8453
7797,0526,9452
9341,5573,1705
8978,4231,9166
1308,9092,6290
0172,4324,9042
0247,9683,4983
5561,6133,4680
5186,0066,2934
1629,5820,5005
2109,3847,9763
0974,4625,9264
7845,8957,7314
4599,5348,2225
4458,7740,3684
1786,0994,3409
7775,8329,0956
7852,8762,1159
4754,9490,8563
4254,4768,5660
9234,8555,2259
0581,7502,5232
0457,6031,1943
8050,8145,2039
9148,4291,7126
6860,6068,8741
6273,2432,1024
7283,2293,1409
4195,4934,3842
1238,7502,8661
4800,2884,4758
9370,4823,7208
1829,4445,1029
9147,1151,3668
2145,3540,3822
2136,7721,9706
3770,1238,2980
6913,5683,9156
3379,8082,9974
4174,0931,7975
4981,6104,9255
8408,4170,8998
2095,6869,6610
3278,0315,0630
2604,6908,5636
0107,9634,9306
8033,0050,1230
1640,2813,7700
2586,6867,4468
1550,1276,7924
6556,9680,1803
7198,4413,4524
4628,3061,7455
3257,4644,6719
7492,6896,8698
1922,6941,0397
0265,0790,9588
8037,1900,8058
0659,6835,9582
9004,1591,7015
6835,8437,3831
5310,3691,0210
4387,2997,4335
8250,9988,4123
1483,7313,3438
9936,6428,7499
8655,1465,5642
2919,8810,5151
5264,1184,3486
5220,0703,2794
2808,8602,6286
0873,8216,4435
5851,8543,4401
1198,8122,0713
2024,0933,5492
0016,5062,6994
7486,0257,7087
5940,0724,3325
5083,2070,9228
8821,2959,7617
9192,5730,3833
9779,2669,1826
7517,7988,6675
9049,5774,3203
0294,5948,8079
1237,1634,6676
3409,4309,8445
0675,4747,9278
4816,8974,9662
7484,2720,7505
4147,1770,7310
1276,3409,2331
3468,9062,0090
8048,8467,2317
2198,9545,5773
7591,4247,1358
0302,4307,8532
7690,9056,7149
1796,9309,0506
7125,9293,7475
2894,4636,4062
7937,7083,8155
8762,0869,6103
5082,3654,0536
7948,1357,2185
2590,2804,9520
1846,9226,4093
4467,0305,3304
3718,7334,9006
8392,8357,7472
0748,8036,6215
6473,1905,4693
1294,0253,5368
3904,5851,2809
6790,6411,3564
9853,0385,5561
3716,1453,7004
3275,5837,8071
2223,6189,5612
9487,0661,4921
6561,3948,9011
9736,8938,0704
2908,5845,4608
0133,6008,9826
5574,1043,8910
1023,3540,6580
5380,4632,7801
7395,6750,8076
5084,4436,2904
4671,2395,2963
6619,4623,6860
8946,5796,0924
8992,1794,7281
7282,5721,9657
8348,4026,9270
9546,5492,9249
5156,1468,8179
2275,3769,0921
7184,6268,3266
7035,8385,2216
8222,8662,0972
1246,7530,4503
5932,4540,9845
8431,1740,5351
0792,6113,7399
6568,2356,9929
5994,9456,3325
9051,3671,2858
1134,0229,1868
7397,8622,0181
6136,5865,9025
9986,0507,5505
0729,5335,8839
1815,1743,9349
5617,0875,9250
3511,6221,4212
9079,6875,0841
6299,2973,4256
5708,7913,9818
5971,1269,9312
9044,0572,5319
1398,2972,8975
6110,0443,2164
1248,0141,0545
7474,4598,8564
6750,9924,7492
7695,1424,2152
1377,2826,3528
6496,9157,9834
1012,0057,8964
6759,0936,2882
0596,1946,8095
0275,7012,0444
6682,5586,1149
1340,8424,2070
1287,8364,3983
4278,6256,5614
5936,7870,7408
0004,4571,6295
1486,8004,5970
4214,1491,6823
2836,7770,9975
4423,2815,0852
4254,4101,6741
1087,9395,7618
0139,5312,5294
8207,5595,6895
3943,9942,9574
1430,1246,4302
1798,0532,6184
6286,0127,7526
0482,7215,9972
8332,7883,2706
3143,3880,1238
4066,3895,5669
5855,8753,1796
8195,7705,2132
4503,4220,0344
1295,0038,1510
6978,9674,9496
7185,1950,3901
2231,8271,3590
9647,3749,8397
7102,7299,3950
4209,8615,2242
1891,5143,5212
9699,1116,2611
6314,0187,4359
6188,4573,2145
3505,4345,4148
0386,6903,3102
3347,7223,6340
2184,0286,5269
6922,0956,7923
8100,1550,3743
2478,7044,7391
3545,2099,4120
4941,7712,7036
1893,9435,0382
3848,0539,1580
4758,2500,6679
3606,0357,2392
8926,4223,9814
4959,9923,0350
7871,0853,6108
8322,6243,4619
9554,3657,7316
6441,4169,2994
6981,5211,3994
0831,7660,9772
3845,3479,2587
2502,3079,7311
3660,3125,9931
1834,2687,2299
1746,2874,4246
2596,5387,6537
7335,3152,5321
6487,1454,9103
4912,1768,6005
6972,9307,4082
9701,2881,0361
3389,7888,5337
7260,2421,5324
3524,9510,1655
0536,0879,0620
8509,4660,5438
1159,2855,0035
2568,3854,2527
1056,9366,8244
0180,2246,6233
8119,4088,2271
7171,2839,8648
1298,9653,8610
6104,9417,1694
2548,3662,1447
7128,0673,4990
6185,3741,3125
8895,5846,7471
8467,3703,6802
0484,2754,5275
3064,5596,2555
2383,0601,9708
5307,4359,1639
5356,7059,2165
0541,9241,5292
3676,0012,1202
7218,9573,8635
3528,3959,1141
9877,4723,1312
3767,8976,4710
2573,5674,9630
6848,6006,3124
1235,7648,7931
7138,1552,7869
1369,5633,3402
2692,8143,7681
4856,0301,5984
3458,5064,0379
3797,7382,9882
8283,5495,4311
3944,3143,0320
9624,6953,0508
7472,3819,8707
2538,8976,8513
0288,2795,4099
0971,9898,5582
6201,5533,2055
6883,3092,3602
6914,1867,5408
4376,1475,0870
6057,1271,5484
9769,5733,3872
8569,8139,8842
9791,1082,1154
8915,8120,9255
6555,2254,3622
5597,4366,9967
4725,3556,5935
9493,4222,0308
6077,0560,1531
8566,6879,7181
6984,7617,9879
9757,6825,9857
9387,7153,4542
6321,7172,5550
4541,5650,2025
2154,6026,9135
5777,5952,8135
3848,1405,0414
4862,4399,8497
4984,4539,0246
9167,8799,5368
4231,2483,5962
3446,4906,2504
9387,7153,4542
0120,9891,5939
2802,7189,4111
6347,1906,3226
5333,9297,2349
7687,0312,7703
9223,1739,4015
6126,4146,8757
5549,8765,7681
9577,6507,6463
4505,1549,0410
8545,1852,9489
4841,8724,9747
5110,7868,2108
4890,3954,8683
3819,0058,8391
1322,0656,3906
6511,8519,2848
9037,9408,7401
2299,6506,4451
3616,5820,2321
3702,2078,3630
4880,0067,7842
8662,1966,7266
6906,5918,6028
8698,4964,0218
2020,0371,4089
3149,8184,0281
9978,5662,1737
8970,7603,7614
1615,1828,0821
3627,4501,0385
6751,0800,7107
5247,0247,1782
2797,9409,3060
1041,5436,8442
5049,3880,3963
9008,4043,6201
9360,3937,6639
8549,9844,2882
3857,0355,1257
4551,4297,7749
3935,9443,8565
3781,8089,7482
3518,1482,0408
2680,5528,1696
5680,5518,9716
9456,0615,3910
1098,6155,0734
9799,0728,9807
4235,0001,9540
9943,7671,8635
0963,8043,8177
3239,3948,6178
8524,9827,5815
0027,7922,4271
0054,5821,7857
8909,2915,5836
2799,6675,4050
6964,9033,4176
2767,1853,3318
8310,7463,0717
6284,8438,0475
3401,0904,5665
8309,9230,3366
3070,7642,9746
4602,8174,0183
7836,6325,4761
3751,7025,0941
3497,5378,9077
1541,8477,5641
5785,8550,3485
6676,6984,9240
7912,5724,5089
5510,2278,2915
9863,8340,5422
0133,3921,9281
1291,2532,8275
1860,7596,1431
8293,1639,0816
7467,3857,1032
0659,0254,1862
4013,9377,0187
6269,3025,4920
3064,9434,8369
4078,0713,4437
6102,5134,9196
8644,1907,6075
2887,5227,2982
9687,4958,1011
3343,0693,9706
2213,2802,3260
0589,9278,7271
1129,2616,7787
8287,8835,0399
7975,4642,9935
2504,9731,5176
7603,3334,1064
8011,2694,9244
3117,0997,8080
1096,6446,7633
0930,7517,1275
2748,9665,3666
1530,0521,3069
3217,4199,3854
9432,8450,3908
0100,7417,7409
2854,8279,5641
6326,0505,9477
5833,1989,1057
2897,5708,1022
7973,8132,1966
6435,7598,5675
6744,3397,5500
1622,8429,4278
8379,4053,6174
8122,4656,6101
4240,8868,6661
0438,7929,2265
3712,9317,4221
2593,2694,9444
6858,4929,5180
0375,9593,6249
1379,7500,3475
0158,8693,6947
2675,5861,2625
0357,0395,7947
0329,8465,8373
7195,9217,6035
7292,8359,4555
1939,0047,0911
8199,6710,1111
2214,9663,7104
7409,3239,0358
3564,4799,2847
7132,0129,4045
0296,0105,7253
9442,1202,2351
7829,7249,6553
8008,5154,3762
7698,1537,8140
9382,8150,2581
8985,0786,5185
2614,8276,2470
1119,2038,7569
7357,0790,3607
9604,2661,9515
3354,0367,2951
5210,5717,7940
1506,3471,4264
1761,8923,5466
1044,9103,1147
1617,2361,6538
6577,2992,3513
8967,3398,4386
0400,2811,2806
8136,1385,4313
0336,0356,1479
4308,0696,4184
3226,9653,3774
8397,8708,1478
8828,2290,2681
9876,6767,1055
1569,8340,2814
6191,7410,1348
8772,1436,2050
2235,6705,1461
0295,1561,3915
4756,4922,0098
0858,4935,9763
3648,1126,3639
1118,9597,0747
2965,3252,4377
7121,5077,9234
4077,8041,8037
9824,2000,7666
0751,6887,7056
1702,4252,9018
8239,4980,0949
5390,6897,0063
0153,4319,5690
9931,0742,0932
4052,1392,2511
6706,6290,9274
2258,8996,5473
4892,7347,4772
9088,3621,9785
5462,5046,0890
8515,8718,6610
6923,0215,3002
6498,0315,0755
7625,0562,4516
5732,8552,7745
6294,8916,1624
6537,2131,9745
4286,3018,0191
7537,0094,2145
8599,6167,4607
9521,0772,4721
1361,0308,9741
3986,5103,7551
2624,7412,4466
2419,8190,9348
5640,8159,4881
7581,4549,3102
3785,6990,6845
0370,1932,1445
0486,4561,6157
1426,0111,8889
0288,5779,3952
3564,1070,3929
8307,1678,6316
9722,4943,6158
9265,7529,6451
8355,1143,9667
4055,5541,1841
2186,4298,3135
5712,8694,5148
7689,7789,4203
3891,1241,4836
9887,6130,1150
5697,3723,2508
9243,7997,6079
1588,4953,4051
6408,3770,9461
0852,3452,3849
0583,3886,9955
9584,0423,2796
4691,7386,4553
4234,9377,0093
1777,6740,1985
1690,4333,3076
7775,7866,5534
7839,2313,0423
0202,5348,7806
8547,0215,7295
4955,1391,9476
7151,7852,4836
8272,3432,7950
3820,2805,0092
7285,3605,8376
8294,4630,2474
9831,2360,3745
1968,9477,1692
0079,6994,6169
3399,6805,6471
1078,5107,0359
7832,2018,4469
8328,3527,4895
3934,4650,2545
2164,0787,2191
2689,3741,4827
2571,8756,7394
6449,3562,6992
9492,2529,8448
9684,2675,9026
0495,6826,9992
3642,8016,3619
1626,2875,6447
3726,0587,2369
4650,9135,9572
7380,3471,4036
5145,1756,9256
4871,2926,9344
9677,6132,4406
9433,7441,8106
7483,4930,4549
3000,5302,1163
8950,2454,0374
9271,3748,6320
3705,7062,9724
8467,9597,4068
6059,6490,9868
3668,0927,3625
5044,7704,2671
2634,4226,4540
2270,3598,1560
1985,8849,7388
6482,6798,5743
6038,0789,1608
8121,1762,6534
7943,9076,3776
7084,2507,7056
7871,4680,0204
6299,4915,0336
4324,8929,4456
6417,6725,5756
9535,2420,8604
3843,1530,8815
9408,5670,4276
2771,9241,2465
2912,2602,9396
3752,4433,0903
7347,5536,5087
2493,4250,2034
4072,5682,2246
5763,0962,9419
3271,9393,2711
2611,6265,4255
6009,4101,2541
1157,7704,5480
5830,8372,3502
8055,4878,3773
5771,3228,3554
7761,9741,2593
3825,9974,9906
0186,6263,7248
1251,3013,6890
5708,9897,2447
5489,6424,6311
7959,6499,7964
3103,9523,8282
1490,0363,1733
7468,3826,9843
3211,9002,8218
6057,4273,9676
2480,6795,7617
9644,9536,9667
1127,9776,6290
2283,9747,7067
8859,4287,7516
8077,3055,4030
4350,8197,1234
6645,9945,0240
6880,6818,3572
3981,5708,0527
4008,3077,6920
8455,1889,5281
6716,9162,9726
9748,1601,0632
1460,2990,9000
4558,6224,5982
5399,4915,5749
3486,0406,9441
8534,8508,9179
8223,0171,1343
2410,7930,5950
8480,7248,4752
9368,6486,5433
3630,8700,6382
1267,0694,7465
6680,4101,5965
3706,0057,5585
2983,5666,7956
9730,4809,1039
6985,0997,4619
2185,6031,4568
2357,4130,0936
8014,8204,6650
8687,4659,1742
1774,0053,2602
2611,1817,5058
5906,0381,3308
6435,7385,4060
5968,5265,5152
9776,8758,0170
2528,0770,4894
1280,5864,5476
0693,0291,8503
0329,3033,6750
7160,9896,3924
4189,2579,4021
5003,8722,8984
8846,6463,8394
6500,9212,2717
1101,6631,6566
3386,0463,5320
4157,1724,3790
8734,3241,9444
5682,2174,0221
3327,3401,4723
9986,8099,3086
9449,1942,0399
1303,1470,2572
3013,8141,3461
1637,4342,4316
7468,4585,4945
5407,0290,7243
5656,8051,0757
9104,6258,7915
2103,0046,4093
5255,0533,5180
1355,0090,2262
3384,7355,7369
8801,5862,1740
0427,7533,2326
6790,5778,4986
4325,5933,4259
8331,4907,2783
9525,6297,1531
0039,3127,4714
6329,3954,4470
4854,6012,8640
7099,4382,9748
0396,5800,0085
7486,6329,6568
7781,2225,0190
9995,8546,4876
5866,1907,0619
6700,1910,8410
2294,8331,2916
7630,0972,0589
9869,7819,4897
3430,7580,3660
8027,6293,4310
5864,7829,4234
4634,4612,2607
7621,6409,8160
4268,3627,5700
1096,9627,5296
4356,4295,7973
0730,9473,9215
3233,2138,4056
2056,7491,3261
4191,8171,8295
9347,6087,7822
3725,5241,2070
1926,0735,3077
4800,6728,1510
1148,2113,3421
9668,2610,3565
2472,9464,9481
8940,8552,3098
5567,6852,0285
8137,4650,4969
0268,6738,7280
3412,6951,0226
7320,6375,9010
8729,8313,3266
7939,6301,7507
3143,9865,8356
2652,0680,1495
2702,9944,5999
1045,2351,1483
3868,1841,1808
9349,6931,7711
0997,6073,2950
6085,7490,1173
2140,0250,4758
3879,8576,2986
1704,2011,1046
2892,9037,5391
7452,9602,8052
7786,9204,5131
5173,5521,1457
5936,2867,4856
1154,2095,8483
2814,9250,9335
3294,9245,5995
9902,3227,6489
6158,2002,5112
9551,4097,9305
0275,7492,6315
4710,2635,6114
3361,0088,3647
2852,0570,5888
8254,5701,8444
4414,6353,1799
0669,3844,4868
2127,0006,7747
8756,0442,7283
4148,3995,6522
4009,2062,6195
3034,6051,3020
7692,6325,6240
2678,1697,1647
4141,5237,4077
6724,3637,9434
2719,3745,0398
1344,3894,7175
0618,3485,3903
7089,0523,6189
9256,9752,0810
7999,1985,2723
5054,8224,1833
6259,9764,7815
0027,1090,0001
5368,4770,4614
0953,8918,8360
6024,7243,3530
6479,0997,3892
5439,8763,2178
7607,9016,2519
3801,8050,5228
9698,9510,2980
6585,4603,6702
9200,4646,9061
5530,3420,6243
0952,4964,4462
9572,1459,8373
1301,9393,0288
2635,6712,5882
4038,4026,5352
2673,4283,1068
0803,9365,7830
9186,9711,8395
6740,1701,0254
6636,9629,5290
3977,9580,8413
8134,6059,3632
0466,6527,1490
6482,9594,5556
8808,2013,1785
7236,4497,6759
6176,2771,3418
4114,6208,0463
8292,3750,5094
4655,1572,4137
6942,8770,9532
9349,6319,1913
1329,4813,3396
1453,3156,3634
7244,8828,9833
6496,2954,9712
6841,1342,0102
7670,4675,9185
4593,7268,8263
4655,6331,2018
2886,1767,0261
2640,3256,5868
6998,7529,0580
7848,2187,4732
7887,7904,3475
6390,8676,3829
3861,4541,2407
2937,8951,1563
9520,9065,2996
1067,0383,2420
8164,0456,8111
6328,0956,0272
2515,5017,2980
6174,2639,3635
2951,6922,2329
2916,2342,6712
8831,8720,3334
2567,0222,1862
1612,0403,6726
5746,0217,9207
5539,4449,5023
3586,3395,9188
0521,4715,7859
2661,0415,5910
6079,2394,6978
7562,4685,2827
7494,4731,4530
7214,3716,0269
3962,7691,6993
9634,4673,2761
7714,2073,1178
4243,7162,5658
1767,7310,8908
5580,1486,7178
0155,4293,3243
0561,5438,6381
0363,5657,0374
8430,5995,0201
3559,6653,8351
1490,2983,0725
4301,6022,3372
5799,8463,3705
0197,4370,6835
1742,0692,0042
1151,1598,5766
7536,5448,6687
7807,7619,0392
2209,6719,5554
0298,9784,6710
3047,9006,7131
3288,7177,5901
3185,1364,2413
4737,8803,6650
2433,5153,1093
8104,9230,3975
2499,0389,3908
2731,7702,4560
7570,2645,3191
9776,7719,6561
1408,2048,7914
0404,3432,1722
2242,8230,6234
4443,4216,0991
1541,9078,9942
4879,7796,5004
6203,6244,5891
2442,4500,3400
4851,5856,7709
1348,4527,0500
8740,8811,6859
2409,0855,7923
1411,9834,1181
3321,2350,1605
6016,1171,1548
5608,1302,3463
0862,3853,9613
8432,1567,2584
3979,4490,9520
5062,3121,4363
4858,7794,5039
7817,5213,3392
8678,0775,3843
6961,1243,0825
6651,1865,8961
6865,3273,3924
3074,5599,8120
5299,9495,4620
3491,8606,4347
7137,1028,9161
9882,2419,6290
8628,0899,4257
2340,9095,0090
4901,8121,0115
7529,7749,9194
4051,3111,1543
5612,6369,9224
0808,2733,9526
4416,1448,1791
2552,1225,4071
7905,1396,2658
9677,6317,7370
6582,4713,1547
8686,8699,3118
7962,0104,0276
2084,5395,7756
9940,6342,2453
4040,0132,0200
6086,8960,9558
5498,3603,3203
0251,1104,6462
1819,9091,3814
8276,3972,9639
3691,1337,4934
6323,7497,5363
3606,4034,6114
8570,6849,5546
6702,0098,2878
5831,6183,9934
4851,7868,5669
6966,1579,9152
6653,7543,1330
0554,9199,6291
6499,6585,8291
9509,2924,9671
3070,1079,1418
1480,5201,1377
0079,1270,8491
3214,0780,3870
2708,9488,1860
0715,2491,3604
7917,8085,8616
5809,9823,4498
3829,6699,5717
4328,0857,4865
3807,8982,3536
1585,7409,4345
9794,2224,4058
2804,0682,7263
2372,7397,2798
2914,2137,6563
2463,6832,4858
4315,7317,8073
0827,3799,8666
9381,8339,0838
8160,9836,3840
4396,9733,4867
0374,5809,8267
5317,0526,5281
7766,3586,9923
0042,9648,0550
8336,2818,6443
3917,2278,5322
0959,6228,9942
8651,2437,0017
3895,5665,4461
9714,8511,1445
2802,1832,9824
3058,6417,2698
2201,4550,1801
9321,6072,3278
1263,1953,1974
0724,5361,9653
1239,9952,6985
0343,7033,7580
7089,9826,6354
9758,3615,0950
3680,5260,5759
8991,5305,4296
7629,9249,1019
9488,4320,1268
8577,7701,5748
8491,5587,7473
2739,0425,8304
8836,4334,6653
4576,6291,0792
6661,9526,1665
8968,5591,0553
1780,7894,8005
9523,3326,9500
9049,9245,5408
1630,4144,9254
2826,3129,5663
5025,5234,7322
2045,8921,8889
1413,3562,2632
8367,6915,8540
7716,6102,5614
6240,2501,1179
2670,7907,6921
8367,1132,2125
3099,5132,1237
1193,6330,2493
5878,6372,2935
8898,2539,8873
4812,0050,0100
9771,2237,4141
3982,1674,3582
2446,0719,4698
0749,1718,2615
9498,5641,0850
7256,4591,0130
6025,2038,4586
8080,6740,0839
9790,3864,4808
4306,6503,1255
0917,3102,6531
8490,6517,9774
7214,0208,0241
3183,6601,4466
1048,6099,9278
2964,0739,8702
2815,4298,6508
7604,0735,2167
7075,4429,7253
4469,0774,2215
7125,8631,9260
9675,2894,0328
1264,4876,6741
8935,4716,4534
6439,7600,2918
2166,4685,3208
7677,9516,2996
9601,0287,1459
9221,8106,0886
6941,0642,0997
5244,6504,8819
8127,0884,9209
5074,1869,3418
4505,9218,4351
6745,0841,2561
5013,0599,2788
6869,5453,2302
2288,0343,6154
9184,9373,7698
4115,7460,4690
6810,1911,6769
5346,5938,3592
5694,5580,7681
0239,8179,0181
1707,1627,4238
8260,2513,6643
1814,3625,5731
0188,9246,2608
5616,6326,4002
7963,1630,3339
7038,7647,1410
3618,7330,4133
3948,3406,7087
4264,5407,6916
2217,3978,4739
6512,5591,1762
0806,0186,0317
8915,2414,5960
2462,2483,6624
6077,4867,9681
4126,1005,3890
3659,9130,9042
8578,5297,6115
0383,0771,0983
3052,7802,1923
0506,2441,8524
5353,1047,4777
5027,7856,4857
3245,4730,7057
3119,0774,4985
7006,0660,7811
7998,3548,5492
3089,1674,5748
6212,5149,4968
8680,3747,3502
9219,6889,5480
8445,3912,3039
